TIMESTAMP,NEE,VPD,USTAR,TA,SW_IN,H,LE
201301070230,1.664750,0.553117,0.587453,18.032060,-2.534413,-22.874043,3.224511
201301070300,1.443347,0.572965,0.515392,18.040900,-2.581491,-23.709468,4.511168
201301070330,1.686257,0.591177,0.464596,18.036880,-2.511746,-28.963229,6.234052
201301070400,2.102805,0.586701,0.473365,17.969700,-2.598270,-29.376212,1.796323
201301070430,1.340455,0.560410,0.135048,17.827110,-2.503412,-14.053562,-0.686403
201301070500,1.261754,0.545718,0.289097,17.751300,-1.989709,-24.801886,1.416509
201301070530,0.751996,0.538841,0.174507,17.695130,7.530555,-18.229255,1.417510
201301070600,-0.086719,0.552938,0.195533,17.829930,59.436770,-10.966404,3.653010
201301070630,-0.756343,0.644959,0.343308,18.599390,148.238200,4.179612,15.088741
201301070700,-4.859013,0.808178,0.417349,19.870490,249.674400,29.319704,28.849609
201301070730,-4.382797,1.016985,0.471130,21.256150,354.930100,70.884788,43.125678
201301070800,-5.807859,1.294901,0.444984,22.981250,462.954900,64.206505,37.624897
201301070830,-4.552677,1.664789,0.410347,25.151190,568.379700,161.455709,75.792526
201301070900,-5.508225,2.059132,0.529581,27.243300,669.791400,374.642552,169.175045
201301070930,-5.659781,2.406134,0.892891,28.852650,765.556600,224.576116,86.255033
201301071000,-6.034322,2.668697,0.742772,29.824970,846.347900,298.699638,94.387883
201301071030,-1.378159,2.948330,0.785150,30.929890,912.894300,175.214158,11.702616
201301071100,-5.233786,3.159355,0.940395,31.724420,968.568800,364.662330,74.943024
201301071130,-3.276312,3.451843,1.102464,32.838470,1006.273000,635.103071,82.587485
201301071200,-4.446560,3.796597,0.802141,34.021820,1028.752000,614.600599,83.282972
201301071230,-1.865371,3.945210,0.979611,34.500100,1043.881000,437.388835,34.149313
201301071300,-1.560073,4.220911,0.898996,35.334920,1037.791000,427.453278,79.800789
201301071330,-1.297884,4.555875,1.033309,36.207690,1015.943000,488.038182,35.423284
201301071400,-9999.000000,5.004950,0.506150,37.103300,982.123100,-9999.000000,-9999.000000
201301071430,-3.036492,5.561453,1.032921,38.432630,932.219700,466.018117,82.038103
201301071500,-1.530368,5.707129,0.758345,38.898100,871.720000,422.939019,52.438194
201301071530,-0.462275,5.951409,1.132341,39.584470,801.113000,398.830974,116.815282
201301071600,-9999.000000,6.447024,0.962912,40.121350,725.584500,-9999.000000,-9999.000000
201301071630,0.361955,6.645877,1.060300,40.505540,632.929100,330.969130,33.942609
201301071700,0.944572,6.516064,1.052497,40.254860,529.771100,310.685552,47.338727
201301071730,0.822920,6.428483,0.797351,39.960730,425.669000,108.433317,41.248089
201301071800,2.168858,6.514880,0.936741,40.081710,318.844900,110.033204,52.026056
201301071830,2.022836,6.590389,0.860744,40.097310,214.164500,42.162347,44.804037
201301071900,2.325928,6.550086,0.705065,39.883210,117.763200,-27.998365,54.225496
201301071930,2.590350,6.272489,0.615320,39.127930,40.817830,-58.625672,32.180826
201301072000,1.683340,5.823672,0.318283,37.860300,-0.080720,-40.500020,18.594033
201301072030,2.197430,5.413341,0.301901,36.600190,-6.181092,-38.993684,24.768600
201301072100,2.095967,5.113977,0.287882,35.607150,-6.041698,-54.830693,21.203623
